131,运行速度,快,硬件&性能,正面
131,外观,_,外观,正面
131,_,很满意,整体,正面
132,_,_,_,_
133,价格,便宜,价格,正面
133,质量,不错,整体,正面
133,上网速度,物美价,物流,正面
134,_,很过,整体,负面
134,_,还可以,整体,正面
134,价格,_,价格,负面
134,接受不了,_,硬件&性能,负面
135,_,_,_,_
136,配置,什么的都可以,硬件&性能,正面
136,速度,很快,硬件&性能,正面
136,散热,稍微差点,硬件&性能,负面
136,_,挺好的,整体,正面
137,网速,非常快,硬件&性能,正面
137,_,什么的都可以,整体,正面
137,_,最喜欢,整体,正面
137,_,非常满意,整体,正面
138,外观,时尚漂亮,外观,正面
138,质量,不错,整体,正面
138,运行速度,快,硬件&性能,正面
138,_,轻薄,外观,正面
138,_,不卡顿,硬件&性能,正面
138,_,挺满意,整体,正面
139,_,非常不满意,整体,正面
140,_,不错,整体,正面
141,_,比想象中,整体,负面
142,_,一般般,整体,中性
142,待机时间,_,硬件&性能,负面
143,ooood,_,整体,中性
144,风扇噪,_,硬件&性能,负面
144,声大,_,硬件&性能,负面
144,_,快,价格,正面
145,外观,好漂亮,外观,正面
145,_,很好,整体,正面
145,_,非常满意,整体,正面
146,_,比错,整体,正面
147,运行,很快,硬件&性能,正面
147,性能,好用,硬件&性能,正面
147,外观材质,挺喜欢,外观,正面
147,设计,轻薄,外观,正面
147,手感,很舒服,外观,正面
147,显卡,_,硬件&性能,正面
148,运行,不错,硬件&性能,正面
148,外观设计,新颖独,外观,正面
148,屏幕,_,硬件&性能,正面
149,_,很好,整体,正面
150,网速,很快,硬件&性能,正面
150,_,不错,整体,正面
150,_,一点不卡,硬件&性能,正面
151,_,有点离谱,硬件&性能,负面
152,包装,严格,包装,正面
152,携带,方便,外观,正面
152,_,没有破损,包装,正面
152,_,一点也不卡,硬件&性能,正面
152,_,非常满意,整体,正面
153,屏幕,很清晰,硬件&性能,正面
153,_,很惊,整体,正面
153,开机,_,硬件&性能,正面
153,语音,_,价格,正面
153,_,很方便,整体,正面
154,鼠标,_,硬件&性能,负面
155,_,死机,硬件&性能,负面
156,质量,非常好,整体,正面
156,外观,好看,外观,正面
156,_,好评,整体,正面
156,_,正品,整体,正面
156,_,非常满意,整体,正面
157,反应,很快,硬件&性能,正面
157,_,很顺手,硬件&性能,正面
158,性价比,高,价格,正面
158,图案,清晰,硬件&性能,正面
158,外形,美观颜色,外观,正面
158,运行速度,快,硬件&性能,正面
158,内存,大,硬件&性能,正面
158,_,好看,外观,正面
159,_,还不错,整体,正面
160,质量,很好,整体,正面
160,上网,很快,使用场景,正面
160,玩游戏,不会卡,使用场景,正面
160,_,方便携带,外观,正面
160,_,很满意,整体,正面
161,_,挺快的,硬件&性能,正面
162,_,还可以,整体,正面
163,性价比,非常的,价格,正面
163,带点娱乐,完全够用,使用场景,正面
163,价格,实惠,价格,正面
163,办公,_,使用场景,正面
164,散热,很一般,整体,负面
164,好点,优点并不多,整体,负面
165,系统,算流畅,包装,正面
166,_,_,_,_
167,运行速度,很快,硬件&性能,正面
167,显示器,清晰,硬件&性能,正面
167,_,有磕碰划痕,价格,正面
168,性能,好,硬件&性能,正面
168,外观,漂亮,外观,正面
168,_,不卡,硬件&性能,正面
168,_,物有所值,价格,正面
169,_,很好,整体,正面
169,_,不卡,硬件&性能,正面
169,_,不错,整体,正面
170,方面,很好,整体,正面
170,_,很好用,整体,正面
170,_,很喜欢,整体,正面
171,_,垃圾,整体,负面
171,_,卡,硬件&性能,负面
171,_,不行,整体,负面
172,画面,好,硬件&性能,正面
172,性能,流畅,硬件&性能,正面
172,外观材质,挺好看的,外观,正面
172,显卡,_,硬件&性能,正面
172,效果,_,硬件&性能,正面
173,质量,很好,整体,正面
173,配置,很高,硬件&性能,正面
173,_,很流畅满意,整体,正面
174,_,非常喜欢,整体,正面
174,_,非常热情,硬件&性能,正面
174,_,耐心,真伪,正面
174,_,好评,整体,正面
175,性能,不错,硬件&性能,正面
175,玩游戏速度,快,使用场景,正面
175,整体效果,杠杠的,硬件&性能,正面
175,_,一点也不卡,硬件&性能,正面
176,按键,很敏感,硬件&性能,正面
176,_,流畅满意,整体,正面
177,外观设计,漂亮,外观,正面
177,网速,快,硬件&性能,正面
177,包装,物超所值,价格,正面
178,反应,很慢,硬件&性能,负面
178,程热量,挺高,硬件&性能,负面
178,物流,真快,使用场景,负面
178,_,怎么这么卡,硬件&性能,负面
179,运行,流畅,硬件&性能,正面
179,外观,非常喜欢,外观,正面
179,材质,不错,外观,正面
179,软件,_,软件&性能,正面
179,_,不卡顿,硬件&性能,正面
179,_,满意,整体,正面
180,款式,挺好看,外观,正面
180,画面,清晰,硬件&性能,正面
180,音质,不错,硬件&性能,正面
180,电池待机时间,挺长,硬件&性能,正面
180,玩游戏,不卡,使用场景,正面
180,_,流畅,硬件&性能,正面
181,_,很不错,整体,正面
181,_,喜欢,整体,正面
182,_,一般,整体,中性
183,_,挺不错的,整体,正面
183,_,非常速度,硬件&性能,正面
183,_,不发热,硬件&性能,正面
183,_,挺快,硬件&性能,正面
184,性价比,高,价格,正面
184,_,挺好用,整体,正面
185,_,_,_,_
186,_,会卡,硬件&性能,负面
187,性能,特好,硬件&性能,正面
187,反应,很快,硬件&性能,正面
187,运行,很块,硬件&性能,正面
187,显卡,不错,硬件&性能,正面
187,外观,高大上,外观,正面
187,_,好评,整体,正面
188,性价比,高,价格,正面
189,网速,很快,硬件&性能,正面
189,内存,大,硬件&性能,正面
189,携带,方便,外观,正面
189,_,挺薄的,外观,正面
190,外观,漂亮,外观,正面
190,运行,_,硬件&性能,正面
190,发货速度,_,硬件&性能,正面
191,_,还可以,整体,正面
191,_,很实用,使用场景,负面
192,质量,不错,整体,正面
192,性能,特别棒,硬件&性能,正面
192,外观设计,有型,外观,正面
192,反应,非常快,硬件&性能,正面
192,_,很时尚,外观,正面
193,开机,很快,硬件&性能,正面
193,屏幕,很舒服,硬件&性能,负面
193,_,很小巧,外观,正面
194,_,_,_,_
195,_,好评,整体,负面
195,_,老板,整体,负面
196,_,蓝屏,硬件&性能,负面
196,_,退货,使用场景,负面
197,网速,非长快,硬件&性能,正面
197,性价比,高,价格,正面
197,外观,_,外观,正面
197,_,便宜,价格,正面
198,_,很喜欢,整体,正面
198,_,非常满意,整体,正面
199,CPU,很容易,硬件&性能,负面
199,_,超过,整体,负面
199,风扇声音,_,硬件&性能,负面
200,_,_,_,_
201,_,黑屏,硬件&性能,负面
201,_,差评,整体,负面
202,外观,_,外观,正面
202,图片,_,使用场景,负面
203,速度,很快,硬件&性能,正面
203,外观,小巧精致,外观,正面
203,_,一点都不卡,硬件&性能,正面
203,_,使用,真伪,正面
203,_,特别方便,外观,正面
204,质量,很好,整体,正面
204,手感,不错,外观,正面
204,价格,挺值,价格,正面
205,_,卡的死死的动都动不了,硬件&性能,负面
206,质量,很好,整体,正面
206,性价比,很高,价格,正面
207,_,不错,整体,正面
207,_,非常喜欢,整体,正面
207,_,望不错,整体,正面
208,_,挺不错,整体,正面
208,_,很流畅,硬件&性能,正面
208,_,非常好,整体,正面
209,_,很喜欢,整体,正面
210,_,很满意,整体,正面
211,_,很快,硬件&性能,正面
211,_,金士顿,整体,正面
212,_,很好,整体,负面
213,运行,很流畅,硬件&性能,正面
213,_,真的很优秀了,整体,正面
214,看看电影,不错,使用场景,正面
214,_,很满意,整体,正面
214,_,流畅,硬件&性能,正面
215,_,挺好看,外观,正面
215,_,料中快,价格,负面
216,_,方便很不错,整体,正面
217,性价比,非常好,价格,正面
217,包装,很好,包装,正面
217,运行速度,挺流畅的,硬件&性能,正面
217,_,没有损,硬件&性能,正面
218,外观,很好看,外观,正面
218,_,很薄,外观,正面
218,_,很流畅,硬件&性能,正面
219,_,很差,整体,正面
220,屏幕,_,硬件&性能,负面
221,速度,很快,硬件&性能,正面
221,_,很精致漂亮,外观,正面
221,_,很方便,外观,正面
222,系统,故障,软件&性能,负面
223,质量,很好,整体,正面
223,携带,方便,外观,正面
223,_,很好,整体,正面
223,_,很喜欢,整体,正面
224,客服服务态度,差到极点,服务,负面
225,发货速度,特别快,物流,正面
225,快递,_,价格,正面
225,_,特别方便,外观,正面
226,运行,很不错,硬件&性能,正面
227,包装,很好,包装,正面
227,物流,很快,物流,正面
227,_,很满意,整体,正面
228,_,差评,整体,负面
229,质量,很好,整体,正面
229,外观设计,很好看,外观,正面
229,_,超薄,外观,正面
229,_,小巧玲珑,外观,正面
229,_,满意,整体,正面
230,反应,很快,硬件&性能,正面
230,外观材质,不错,外观,正面
230,价格,实惠,价格,正面
231,外观,不错,外观,正面
231,屏幕,清晰,硬件&性能,正面
231,运行,流畅,硬件&性能,正面
231,包装,很好,包装,正面
231,开机速度,很快,硬件&性能,正面
231,性价比,很高,价格,正面
231,_,没有卡顿,硬件&性能,正面
231,_,喜欢,整体,正面
232,_,差评,整体,负面
233,做工,极差,整体,负面
233,屏幕,_,硬件&性能,负面
234,玩游戏,不卡顿,使用场景,正面
234,速度,快,硬件&性能,正面
234,外观,时尚大气,外观,正面
234,_,很喜欢,整体,正面
234,_,超薄,外观,正面
234,_,好评,整体,正面
235,_,降价,价格,负面
236,材质,很好,外观,正面
236,性能,很流畅,硬件&性能,正面
237,发货,很快,物流,正面
237,外观,好看,外观,正面
237,运行速度,快,硬件&性能,正面
237,_,不错,整体,正面
238,运行,顺畅,硬件&性能,正面
238,画面,非常清晰,硬件&性能,正面
238,打游戏,不卡顿,使用场景,正面
238,随身携带,方便,外观,正面
238,软件,_,服务,正面
238,_,很喜欢,整体,正面
239,配置,不错,硬件&性能,负面
239,客服,很快,服务,负面
239,_,解决,使用场景,负面
240,质量,不错,整体,正面
240,_,挺好,整体,正面
241,功能,齐全,整体,正面
241,外观,特别喜欢,外观,正面
241,性能,不错,硬件&性能,正面
241,外观材质,_,外观,正面
242,外型,非常好看,外观,正面
242,运行速度,好,硬件&性能,正面
242,_,精致,外观,正面
242,_,优美,外观,正面
242,性比价,_,价格,正面
242,_,出现,外观,正面
243,性能,非常好,硬件&性能,正面
243,速度,满意,整体,正面
243,外观,好看,外观,正面
243,打游戏,_,使用场景,正面
244,风扇声音,大,硬件&性能,负面
245,运行,流畅,硬件&性能,正面
245,_,不错,真伪,正面
245,_,很好,整体,中性
245,_,非常满意,整体,正面
246,开机,很快,硬件&性能,正面
246,配置,很给力,硬件&性能,正面
246,_,非常好,整体,正面
246,_,很高,外观,正面
247,运行,很快,硬件&性能,正面
247,_,很大气,外观,正面
248,质量,还不错,整体,正面
248,_,挺满意,整体,正面
249,玩游戏,很流畅,使用场景,正面
249,上网,非常满意,整体,正面
249,_,不卡,硬件&性能,正面
249,_,好用,整体,正面
250,服务,不好,服务,负面
250,鼠标,没得送,硬件&性能,负面
250,_,差评,整体,负面
251,风扇,_,整体,负面
252,外观,好看,外观,正面
252,颜色,鲜,外观,正面
252,性能,挺好,硬件&性能,正面
252,_,不卡机,硬件&性能,正面
252,_,经济实惠,价格,正面
252,_,好评,整体,正面
253,运行速度,很快,硬件&性能,正面
253,显示,清晰,硬件&性能,正面
253,外观,时尚音质,外观,正面
253,玩起游戏,特别清晰,使用场景,正面
253,_,一点都不卡,硬件&性能,正面
254,包装,特别好,包装,正面
254,运行,特别快,硬件&性能,正面
254,_,特别好用,整体,正面
255,_,非常不错,整体,正面
256,运行,流畅,硬件&性能,正面
256,性价比,很高,价格,正面
256,_,轻薄便携,外观,正面
257,_,还不错,整体,正面
257,_,顺丰快,物流,正面
258,外观,很精致,外观,正面
258,外观,_,外观,正面
259,外观,漂亮,外观,正面
259,运行,流畅,硬件&性能,正面
259,画面,清晰,硬件&性能,正面
259,_,轻薄,外观,正面
259,_,太喜欢,整体,正面
260,手感,不错,外观,正面
260,性能,不错,硬件&性能,正面
260,_,流畅,硬件&性能,正面
261,内存,大,硬件&性能,正面
261,外观,很漂亮,外观,正面
261,玩时,很流畅满意,硬件&性能,正面
262,质量,很好,整体,正面
263,电影,会死机&,硬件&性能,负面
264,外观,很好看,外观,正面
264,_,很舒服,硬件&性能,正面
265,_,有点不满意,整体,正面
266,打游戏,开,使用场景,正面
266,画质,一点不卡,硬件&性能,正面
266,_,不错,整体,正面
266,_,很棒,整体,正面
266,_,最高,整体,正面
267,质量,很好,整体,正面
267,物流,很快,物流,正面
267,_,很喜欢,整体,正面
268,外观,很美,外观,正面
268,质量,很好,整体,正面
268,玩游戏,一点都不卡,使用场景,正面
268,_,很漂亮,外观,正面
268,_,超喜欢,整体,正面
269,_,_,_,_
270,运行,快,硬件&性能,正面
270,屏幕画面,清晰,硬件&性能,正面
270,玩吃鸡游戏,满意,使用场景,正面
270,_,超薄美,外观,正面
270,开机,_,硬件&性能,正面
270,_,可以,整体,正面
270,_,很满意,整体,正面
271,包装,太差了,价格,负面
272,屏幕,清晰,硬件&性能,正面
272,价格,合理,价格,正面
272,运行速度,很快,硬件&性能,正面
272,_,是正品,整体,中性
272,上网,_,整体,正面
272,_,很满意,整体,正面
273,外观,美观,外观,正面
273,运行速度,流畅,硬件&性能,正面
273,价格,不贵,价格,正面
273,_,特别实惠,价格,正面
273,客服,_,服务,正面
273,_,服务,服务,正面
273,_,很到位,硬件&性能,正面
274,款式,很好看,外观,正面
274,性能,很强,硬件&性能,正面
275,客服,不咋地,服务,负面
275,_,很棒,整体,负面
276,包装,非常好,包装,正面
276,运行速度,非常快,硬件&性能,正面
276,风格,特满意,整体,正面
276,_,没有破损,价格,正面
276,外观设计,_,外观,正面
277,服务,太差,服务,负面
278,_,超值,价格,负面
279,性能,很好,硬件&性能,正面
279,性价比,高,价格,正面
279,价格,不贵,价格,正面
279,外观材质,不错,外观,正面
280,画质,不错,硬件&性能,正面
280,音质,清晰,硬件&性能,正面
280,运行,_,硬件&性能,正面
280,性价比,_,价格,正面
280,_,很愉快,硬件&性能,正面
280,_,快,硬件&性能,正面
281,质量,挺好,整体,正面
281,屏幕,很清晰,硬件&性能,正面
281,反应速度,很快,硬件&性能,正面
281,包装,很完美,包装,正面
281,_,非常满意,整体,正面
282,包装,完好,包装,正面
282,画质,清晰,硬件&性能,正面
282,运行,流畅,硬件&性能,正面
282,内存容量,大,硬件&性能,正面
282,材质,很好,外观,正面
282,屏幕,_,硬件&性能,正面
282,_,满意,整体,正面
283,性价比,_,价格,负面
283,_,差评,整体,负面
283,_,一下平衡,整体,正面
284,外观,太漂亮,外观,正面
284,携带,方便,外观,正面
284,_,工作,外观,正面
284,_,方便多,外观,正面
284,_,超级喜欢,整体,正面
285,_,有滋滋作响,物流,负面
285,_,有杂音,硬件&性能,负面
285,_,黑屏,硬件&性能,负面
286,质量,很好,整体,正面
286,做工,精致,外观,正面
286,瑕疵,没有,整体,负面
287,价格,便宜满意,价格,正面
287,看电影,_,使用场景,正面
287,_,没卡顿,硬件&性能,正面
287,电池充,_,硬件&性能,负面
288,质量,很好,整体,正面
288,速度,很不错,硬件&性能,正面
289,外观,很漂亮,外观,正面
289,开机,很快,硬件&性能,正面
290,性价比,不高,价格,正面
290,客服态度,极差,服务,负面
290,质量,很一般,整体,正面
291,速度,也快,硬件&性能,正面
291,物流,跟给力,使用场景,负面
291,_,好,整体,正面
291,_,一点都不卡,硬件&性能,正面
291,_,物美价廉,价格,负面
292,运行噪音,很大,硬件&性能,负面
292,_,有点卡,硬件&性能,负面
292,开CAD软件,_,软件&性能,负面
293,价格,_,价格,负面
293,_,真不错,整体,负面
294,质量,特别好,整体,正面
294,运行速度,很快,硬件&性能,正面
294,玩游戏,完全不卡,使用场景,正面
294,看电视音质,挺好,硬件&性能,正面
294,_,好评,整体,正面
295,客服态度,很好,服务,正面
295,_,好评,整体,正面
296,性价比,高,价格,正面
297,充电器烫,手,硬件&性能,负面
298,显示器颜色,很好,外观,正面
298,运行,很快,硬件&性能,正面
298,游戏工作,两不误价格,包装,正面
298,_,很优惠,价格,正面
299,质量,太好,整体,正面
299,_,非常满意,整体,正面
299,_,好评,整体,正面
300,打游戏效果,挺好的,使用场景,正面
300,_,超级好,整体,正面
300,_,可以,整体,正面
301,主板,_,硬件&性能,负面
302,性能,很好,硬件&性能,负面
302,价格,便宜,价格,负面
302,物流,快,使用场景,负面
302,_,很快,硬件&性能,负面
302,_,不卡,硬件&性能,负面
303,性价比,高中意,价格,正面
