id,Reviews
37,感觉还好吧，第一次用隔离，一开始操作失误出现点小问题，味道还好，送了卸妆水和面膜都挺好用的
38,挺好用，油皮用了也不显油，喜欢。还送了很多小样。
39,好用，正品。
40,包装的很细致，早就心怡这款精华啦，试试~今天先少用一点建立耐受。之后再来评价效果哈
41,感觉还不错，喜欢下次还会来光顾
42,**不咋地 连盒子都没有
43,价格很优惠，质量特别好！
44,优惠活动价格不错，不过感觉有点掉毛。
45,第一买他家的东西，收到后很惊喜
46,**就是棒，物流超快。价格相当实惠，没想到有那么大瓶。用的很好。干净。
47,这个真心不好用，不是因为已经用过了，直接就是果断退货，不建议购买
48,收到宝贝打开一看，挺不错身，不过过没用，等用过再来追评。
49,第一次买这个，上次买他们家另一个BB很不错，细腻不搓泥，遮瑕，用了很长时间，这款用的好，会回购
50,速度那叫一个快，东西也是很不错的。
51,可能是我用不惯 太细了还不显色 很容易断
52,宝贝超级满足我的期待，玫瑰味道吵好闻，使用感也非常好，可以有效抚平毛糙
53,盖子都盖不上，一个字，差
54,一点不好还很卡无语了也不亮
55,很好，纯补水，适合敏感肌
56,**就是快！！！！！！！！！
57,很喜欢，感觉这个价位买到这款气垫还不错！
58,真是太喜欢了  送了好多试用装  大爱.❤
59,用着不错，下次还会再买。
60,个人觉得很好用，回购最多的一款精华，推荐
61,色差超级大。差评
62,收到货感觉不错 期待效果
63,很清爽，适合夏天  喜欢
64,贴的纸撕下来容易烂，用起来鼻子不舒服
65,老顾客了，一直用这家的
66,一直在用***产品，适合我皮肤，很好
67,商品收到了 很好 建议大家赶紧购买 赶紧购买 买吧买吧买吧
68,整体描述：很香很好闻
69,是正品，小礼品都很实用，诚信卖家，还会再来
70,****还是很棒的，当天买当天就能送到，只是价格小贵一些，哈哈，推荐够买
71,挺好用的，细腻温和不刺激，不错
72,收到了哦，一直有在回购，618有买一送一的活动立马囤着，感觉有在看看变白吧，很耐受！
73,挺好的，外壳也好看呢 质量不错哦挺漂亮的，值得买
74,好评
75,贴上特别吻合自己的鼻子，比以前的鼻贴好用多了，一星期用上两次左右，鼻子情况也在慢慢改善。精华液收缩也很滋润，保湿性很强，紧致肌肤不错不错
76,一直使用***系列护肤品，保湿效果很好
77,首先指甲油味道超级大，其次指甲油上手效果我就不说了，谁买谁知道
78,一直用的***，不错，很喜欢！
79,确实挺好用，挺舒服，挺干净！！！！之前也考虑过其它的，感觉这个性价比高！
80,夏季混油皮，很好用，瞬间吸收！
81,这个指甲油的味道真的是太大了
82,上妆效果：遮瑕挺好的
83,指甲油垃圾的要死，做完后好多都缩了，而且做在指甲上还不干，看了4.5都不干，建议最好不要买
84,洗面奶感觉不是很好用呢，有点儿滑滑的。
85,好用诶！混油皮夏天用也不觉得油，618买还很划算
86,马上夏天了，买着备用，买一送一，拆了一个包装后的大小很方便携带。这款防晒比***大哥大防晒酒精度低一点。
87,因为要出去玩  所以催的比较急，到货很快，跟评论说的一样  是潘婷洗发水的味道
88,刚刚收到宝贝就试了试，效果还是挺好的，就是有点香。有点不适应哈哈
89,还没有用呢，618买的，本来觉得挺合适的，后来发现没有**的活动给力
90,看着不错，还没开始用，好用的话，以后还会回购。快递也很快。
91,每个颜色都很喜欢、还有那些小配饰
92,软软的触感很好
93,还蛮好用的，睡前涂一层早上起来基本不会油，涂完摸起来脸也蛮舒服的：P
94,买回来已经用了一帖了，清爽，干净，也挺温和
95,肤感很好，控油，夏天用也不会油腻，泛油光！送了5个小样！小样要稍微白一点，正装要稍微黄一点点！先用了小样感觉挺好，会回购呢！
96,还好吧，感觉不像洗面奶
97,还行吧，涂在脸上有种透不过气的感觉
98,不容易上妆
99,眉刀钝的眉毛都刮不下来
100,上妆效果：很容易上妆 非常好
101,好用，比较滋润
102,一如既往地好，一直用的这款面膜，正在搞活动就买了
103,很棒
104,这个真的物美价廉，我油皮，以前用的是kiss me ，就是想买个试试，反正便宜，没想到这么好用，这个牌子只要不倒闭，我就一直买
105,用了几天了，效果不错 满意
106,不好，容易掉色，卡
107,一直使用***，双11确实比平时优惠，希望质量能保证。
108,质量不错。喜欢。
109,不得不说这个物流是非常慢了，指甲油并不是很好涂，容易结块
110,非常好看，美美哒，喜欢，值得购买！
111,真的不怎么样，不上妆
112,上妆效果：就还行 持久情况：感觉三四个小时吧 整体描述：也就还行 适合肤质：中性皮肤
113,感觉还可以，很划算，好用再来
114,收到了哦！我很喜欢这个淡淡的香味，而且白的自然，超喜欢！用着好还会再买的！
115,刀架子不好。根本就不能用，便宜没好货
116,不要买，什么玩意啊，我都不想说什么了，全部都分家了，客服我也不满意，就当买了个教训，再也不会买了
117,这个买过好几次了，用着还不错
118,买了两次了，给麻麻用，效果很好
119,用起来还不错，在她们家买个眼霜还有乳液我感觉都挺好用的价格也实惠
120,洗面奶好用，正好我的备用用完了，物流到货也很快
121,感觉上色不够好
122,非常好真的好喜欢好帖
123,很划算，好评
124,超级超级难用，难用的我不想说啥
125,混干皮夏季用刚刚好
126,上妆效果：牛逼  超级好用 
127,发生点小意外，客服热心的又补发了一支～～～ 还没用，用过后会追加评论的
128,个人情况：还行吧  味道有点重  刚用没几天  洗完之后感觉就像没洗干净的那种  个人不是很满意 
129,***的面膜挺好的我一直在用，这次买的很划算买一送共40片，够用上一阵子了。
130,粉很细腻，上脸效果很好，开始以为是一个，原来装在一起的，很满意
131,一直相信品牌的力量！价格实惠，赠品丰富，质量很好！
132,不理想，混合肤质，感觉洗不干净  泡沫也不细腻  失望??
133,上妆效果：满好的， 适合肤质：效果不错，很自然，
134,不错，到货快，服帖，一共45片
135,挺持久，哑光的，不易脱妆，喜欢
136,清洁能力：洗面奶很好。味道也挺好闻。也挺好用的。好评
137,挺好的，包装精美漂亮，一看就是正品
138,用了一段时间，还不错，挺好用的
139,一般般的效果
140,吸收挺快的。用了几天。这得坚持使用才能看到效果，活动期间购买的，很划算，送了好多小样
141,泡面膜敷上脸生疼！！！！！
142,买给妈妈的，趁活动买的送了四瓶小样，暂时还没用，等她用了再来追评。
143,是正品，香味浓郁，遮瑕效果非常好
144,不错不错，挺好的
145,还没有使用，希望能如我所愿！送了很多东西，谢谢店家，谢谢客服
146,不油腻 很赞
147,用起来还可以，不能遮暇，希望别长痘
148,正品的，希望有好效果
149,感觉还可以 希望能不错吧 物流很快
150,物美价廉，非常满意，用了3天补水效果很好，面膜也很薄，贴在脸上大小也刚好，值得购买
151,用着还不错，挺实惠的！应该能用上一阵子！
152,"洗面奶很不错,洗完脸不紧绷,温和不刺激,好评"
153,新年收到了，试用了下，效果不错，温和无刺激，洗着河南师范，很满意。
154,宝贝一如既往的好，已是老顾客了，是正品，用完还来，祝卖家生意兴隆，财源滚滚！
155,非常细腻的一款面霜！等着蜕变啦～
156,包装盒压扁了，快递很负责的让我打开看看有没有破损，第一次用这个牌子的护肤品，好用会回购的
157,香皂收到了，非常好
158,双十一买过，质地比较清爽，现在又买了
159,我还是更喜欢用另一款洗面奶，这款还好
160,非常好的面膜
161,质量不怎么样，挤了好多也没什么泡沫，感觉洗不净的样子，很不开森，是我用过洗面奶最垃圾的一次。
162,非常好用 已经是第三四次了
163,便宜好用！特别贴合面部，精华多，我敷完了剩下的精华还能让老公敷敷
164,这个面膜还还好吧，有钱人用贵的，没钱人用便宜的。
165,刚用了一次看不出效果 质感还可以 先好评吧
166,蛮合算的，涂着也舒服好用！！
167,一直用的***，很不错的一老牌子，送的两片我送朋友试用了
168,很划算，但是现在价格没有原来美好了，呜呜呜，抢到了19ml的，开心，这个效果一直棒棒，也实惠
169,吸收情况：质地比较稀，很好吸收，不和后续面霜搓泥 滋润及保湿：暂时还没感觉到美白效果，希望这瓶用完可以变白
170,成膜较慢，油腻，使用效果一般
171,也就那样，
172,刚刚拆开，还没有有用，整体感觉还不错，待用过后在追评！
173,东西收到了，包装完好，洗得很干净，关键是很温和，不刺激皮肤，洗完之后非常清爽，不紧绷。
174,扫码是正品
175,宝贝收到了，还没有用，感觉不错。用过他家的化妆品，挺水润的。物流杠杠的！喜欢??
176,凑单买的，超级划算，家里常备品，多囤一些，物流也超级快，一如继往地支持**商品??????
177,味道可以的！用的也不错噢
178,整体描述：刷子不好 
179,太不容易干了 干凉着或者烤灯 一碰还是会花
180,好用，洗完不紧绷，很舒服
181,第二次买了，真的超级好用
182,比想象中的好很多，补水保湿不油腻
183,什么破刀架塑料软软的，怎么给别人修眉
184,盒子还坏的 差评
185,也太容易断了
186,货已收到，和图片一样好，物美价廉，不错👍
187,买一送一，相当于半价，***上看的好评无数，登我用了再来追评
188,东西质量很好！还会回购！
189,宝贝很好 喜欢 赶紧购买吧
190,好用呐，用了好几年了，混合型肌肤，一定用清爽，中间又换过不合适又换回来了，还是觉得****最好用
191,用后皮肤很滑，还买了水和乳来搭配，完美，
192,有些油 适合干皮
193,很好用 用完继续买
194,各种好用，必须用一瓶囤一瓶。 发货很快，包装仔细，完好无损。
195,收到了，用着挺不错的
196,第二次购买了，质量好，效果很好，非常满意
197,色号都能发错，不细心
198,其中有一片包装坏了，水漏的其他上面都是
199,一直用的都是这个牌子，挺好的，很薄，水分又多，最主要是做完面膜不用洗，我比较懒
200,给妈妈买的，好用
201,效果很好，用完再来
202,商品是正品哦，很补水的哦，**的服务跟物流棒棒哒
203,好用，第二瓶了
204,颜色很暗淡，涂起来也不顺
205,快递师傅很给力，????
206,收到宝贝拉！很喜欢💕也超级好用哦。建议购买
207,个人情况：满意  用着也挺清爽的 清洁也可以  用过感觉脸就好白了  年纪24
208,鼻贴很好用
209,本来是想给好评的 因为痘痘少了一点 但是慢慢的又起来了 并且脸跟脖子都在起 还痒 并且伴有大片小红疙瘩
210,好用，洗完脸不会很干
211,很喜欢这款睫毛，贴出来也好看还很自然
212,帮闺蜜买的emmmm 感觉盖子高级感
213,**的物流值得信赖，产品很满意。
214,洗面奶很温和，算是一款值得入手的洗面奶了，还没了除螨喷雾，夏天除螨要做全套哟~
215,宝贝很好物流也是很给力的
216,滋润及保湿：保湿持久 哈哈哈 太好用了 而且赠品也多
217,瓶子好好看 舍友都说好看哈哈
218,东西超级不错，细腻不起块。配送员服务超好，点赞！
219,很好用！买了好几次了！最近好喜欢泰国的小水！！！安利
220,还送了好多东西，嘻嘻嘻，夸一下，快递员特别有耐心
221,粉底液很轻薄，一直以为自己皮肤暗，下次次选个白点的更合适
222,好用 适合肤质： 混油皮
223,垃圾眉刀根本刮不动
224,很好，有一点增白的效果，准备再买一套补水的
225,肤色自然，提亮肤色，很细腻
226,当天到货，才拿到就打开试用，涂在手上我用湿毛巾擦都擦不掉，清香型，很喜欢
227,用了一天，还不错。很细
228,看着挺好，不知道用了效果怎么样？
229,用了舒服
230,不错，第一次买这隔离霜，�上好自然
231,买一赠一很划算
232,这么长一支笔就这么点芯，太坑了，而且不好上色。差！
233,超级贴心的服务，隔离霜有淡淡的香味，试用了下也蛮保湿的！送的赠品也很好
234,宝贝收到了，第一次试用这个牌子的，是朋友推荐的说效果很好就买了一个，这几天试用了一下，效果还不错，温和不刺激
235,一点都不黏更本撕不掉
236,宝贝收到啦！物流很快哦，发货也快！收到宝贝是我想要的样子，喜欢喜欢！掌柜人特别好，下次还会再来的！满分！
237,轻薄清爽不油腻
238,听朋友介绍的说很好用就买来试试，价格也合适
239,整体描述：一般 
240,用了之后感觉皮肤水水润润的，补水用这个真的很好
241,好用，补水效果很好，女神节活动，很实惠
242,感觉还不错 一开始有点疼 慢慢后面就不会了
243,第一次用，感觉还不错，就是瓶盖设计好巨大呀，看到那个盖子我感觉我要使出洪荒之力才能打开，哈哈哈哈
244,宝贝不错，还可以，好好好好好，宝贝不错，还可以，好好好好好宝贝不错，还可以，好好好好好
245,还不错，用完再来分享
246,妈妈一直用的***，这次送给她，很开心的
247,贼好用，炒鸡炒鸡喜欢
248,女朋友挺满意的，不错
249,超好用，不卡粉，涂完它，都不用再涂气垫了
250,用了几天了感觉效果很好，洗的很干净，清爽不油腻，还送了不少赠品谢谢老板！
251,面膜早就收到了，还没用。一直觉得这牌子还行吧！试试看！**物流很快呢。
252,第一次买这个牌子，非常不错的一款隔离，如T区比暗黄擦上有很明显效果，还不容易脱妆。
253,很好用，价格便宜，实惠款
254,效果可以的
255,还不错，有两个替换装味道香，但不刺鼻，可能有点儿掉妆
256,挺显白的，就是涂抹的时候需要用力涂抹，因为它不容易推开
257,超级好用，超级划算！！！购买N次一如既往地好！还会继续光顾！！！
258,很多精华液，面膜纸是薄透的，期待效果
259,宝贝收到了，货真价实，超级划算！
260,第一次买，遮瑕，保湿效果非常好。下次还买。
261,不错，喜欢
262,东西已经收到了，快递太快了，还没有用，用后好再追评。
263,很好用 之前买过，很自然，很舒服
264,很不错，清澈
265,非常好 粉扑软软的 洗刷水很有分量
266,非常满意
267,超赞，吸收快，皮肤也感觉光滑细腻了。保湿又滋润
268,粉质太差了，
269,非常喜欢
270,是正品  很好 这个牌子用了好久了  不过敏
271,买回来就用了，很好喜欢
272,辣眼睛，涂上都眼泪，也没进眼睛里
273,很棒很服帖不会浮粉，很显白哦，
274,用过一次觉得还可以，不会过敏，这个价位已经很好了，良心商家，鼻翼那会有点洗不干净可能是我自己的问题吧，喜欢的刻意购买&hellip;
275,我肤色偏白这个颜色挺自然的，不假白，物流特别快，发的顺丰，开心开心
276,朋友推荐，相当好用，还送了湿巾，一定会再购的
277,好好好
278,只有一个塑封袋，也没有盒子感觉好假好假。真心觉得不开心
279,质量很不错的，挺好
280,喜欢，以后会不断回购的那种，画眉很自然
281,贼垃圾的一次购物，看着包装好看，但是里边的中看不中用，真的是都不知道好评都是怎么来的。谨慎入坑啊！
282,严重油漆味
283,感觉不错，颜色很正，已经是第二次购买了，还会再买的。
284,水润清凉，肯定是正品，效果也不错！
285,不错，挺细腻的
286,送朋友的，朋友看到了说还不错
287,很不错呀，满满的一大罐，小包装的卫生又方便～～证明还有卫生许可证号，非常正规啦，用着放心
288,货收到了，快递很给力，一直用这款！
289,快递一到就碎了 不靠谱
290,老客户了，好评
291,颜色有很大差距 很干
292,味道难闻干的没法涂质量难以描述的差☹️☹️☹️😤😤😤😡😡😡
293,不错，挺好用的
294,买回来的时候就断掉了，质量太差了
295,不是很显色
296,不好 味道太重了 而且很难干 涂上也不好看！！！
297,眼影盘收到就是碎的
298,没有图片上好看，质感也不是很好，马马虎虎，挺失望的，朋友说看着这个镜子巨土。。。。
299,昨天买的今天下午就到了，物流快，辛苦快递小哥了！！今天第一次用，不知道怎么样呢！
300,赠送的，挺好的
301,可以 买给老妈的 老妈一直用****的产品
302,还行吧，太香了，泡泡比较少，不太喜欢很香的护肤品
303,眉笔还没用就断了不好
304,挺滋润的，刚用还没看到美白
305,很好用 分量很足 可以用很久 上脸不厚重
306,用后效果很好，很清爽，下次还会回购
307,熬夜必备神器 趁活动用了优惠券买的 超级便宜 还送了小样和洗面奶 超值
308,很喜欢***，相信大牌的力量 坚持用很不错
309,洗面奶收到，起泡很快，无刺激，有一股清香味，店家送的配件也很丰富
310,快递员也是醉了，超级差
311,上妆效果：遮瑕 持久情况：半天
312,好
313,混油皮，很怕油腻，这款很清爽，一点都不油，有没有白现在还看不出来，还行吧
314,物流快，一直用的***，好评
315,挺好的，一点都不油腻，我是混合性皮肤，挺适合我的。
316,六一八买的，还没用，有点小贵了
317,不错，洁面很温和
318,感受到了沉甸甸的重量 是我用过最大瓶的乳液 外观也很好看啊
319,一直在这家买的。推荐朋友了，是正品，比实体店便宜
320,6.18买的，很划算，还送了小样，霜很轻薄，夏天用刚好
321,价位经济实惠，这款面膜用着挺好的，挺补水的
322,东西收到了，效果不错，很满意，和商家描述的一样，下次有需要还来购买
323,很好的隔离霜，之前买过的用了，感觉还不错，就给同事也回购了一瓶。同事也很喜欢。
324,用着还行
325,不容易掉色 能维持蛮久的 而且价格也合算的
326,还不错，挺自然，遮瑕不太好，不是专门遮瑕的
327,用了几天，脸上都起红疙瘩了
328,买来囤货的，还没用，用了再追加评论，先好评。
329,很好很自然，很香，两个替换，好划算
330,太锋利，被割破两次了
331,已经用过好几盒了，很好用，而且不过敏。天天敷也不心疼啦
332,货收到了，很不错
333,滋润及保湿：保湿效果不错，一直在用的。卖家服务态度很好，发货速度也快，很满意！
334,一直给妈妈买的这款洗面奶，正好赶上打折，很划算，比平时便宜，还包邮。
335,以后就选**了，正品
336,买给妈妈的，她说好用
337,很好很喜欢 划算
338,已经回购第二支了 本人混油 持久还可以吧。
339,第二次回购了，朋友们都以为是接的很漂亮
340,清爽的乳液，涂起来不闷
341,洗面奶很温和不刺激，清洁不错
342,很好看啊，小镜子很精致也方便带出去
343,东西很好用，面膜很服帖，实体店好贵呢，才几片，这次可以用两个月了
344,给老婆买的，比实体店便宜不少。
345,这是我买过最差的指甲油了，真的超级超级渣！涂了还没几天就掉了，味道特别浓，主要是都没坚持4天，什么东西。。现在出门还得重新涂。烦！
346,好用 很好吸收 而且一点也不油腻 适合夏季
347,宝贝收到了，用起很好，涂上睫毛一根是一根的，闻起还有淡淡的香气，推荐大家购买。
348,到货晚上用了一片，很水润，也跟服帖，用着很好
349,用过一个了 遮盖力一般 但是很滋润 很好用
350,喜欢用***的面膜，有些问题**客服也该解决了
351,15分钟就干巴巴的了，不理想
352,还么用，看着不错，期待效果，物流超级给力！
353,中通快递，态度差到极点，十分讨厌，差评
354,老婆说是正品，有待验收，过段时间继续追评。赠品也不少
355,颜色太难看了，擦上嘴上还起皮！垃圾
356,买了2套很划算
357,扫了二维码，上面显示是正品，没有用过，打开很香，希望用了之后与期的好
358,好喜欢这款防晒，不油腻，通勤用的足够了
359,太快了，容易把眉毛割破皮
360,二次回购，很喜欢
361,我才用了两天  感觉还不错第一次用我一直用***的护肤品  挺喜欢用的
362,不好涂
363,用起来很舒服，清洁比较彻底，不干燥
364,好评，还会回购
365,宝贝很好，哑光效果，混油皮脱妆不严重，这个色号颜色偏深，建议小仙女买偏浅色的，总体感觉不错，推荐给大家
366,暑假宅不出门保养皮肤用这个搞 用过*** 效果一般据说这个更猛期待效果 待后续追评  买30ml赠30ml nice啊
367,打底不错，不是太干！
368,上妆效果：眉笔虽然便宜，但也不至于用了两次直接中间的芯子直接断掉的情况！不推荐购买 姐妹们还不如去买爱丽小屋的 
369,快递公司把货送丢了态度太差了
370,很不错，包装精致还没开始用呢～
371,快递服务态度很差，要投诉他们，东西还没用以后在追加评论吧
372,一如既往的好
373,很好，一直用这个牌子，物有所值
374,第一次用这个牌子的护肤品，不知道怎么样，用用看效果怎么样吧，如果可以就继续回购，物流很快。
375,不好用 不易上色 
376,包装很好，堪称完美。还没有使用，看着感觉应该不错。朋友介绍给我的。
377,东西正经不错，好东西和大家分享，希望你买了也会喜欢?
378,第二次购买  挺好的
379,刚收到货，打开试用了一下，卸口红，都卸不掉，这还是卸装水吗？
380,给家里人买的 应该还不错
381,用后很清爽，不油了。
382,包装很好，一点都没有破损，物流很快，昨天买的，今天就到了，还会回购
383,不错送了6片面膜用了感觉不错
384,给我妈买的 她觉得挺好的 活动买比较划算 应该还不错吧 一直买**** 发货也很快
385,不错呢
386,很喜欢  物美价廉
387,好好好已经收到两三天了忙的忘给好评了呵呵呵&hellip;已经使用了两片一直都在用***.真的很好用，这次的面膜也是真的是很给力超赞👍👍👍👍👍
388,还不错，挺好用的~很大一只~
389,真是垃圾眼影 不上色 还不持久 颜色丑到爆！！！！
390,宝贝收到了，物流特别快，是我理想的
391,买给妈妈的，她很喜欢
392,宝贝收到了，使用过后才来评价的，宝贝很好用，效果很好
393,粉比较粗，一点都不细腻
394,色差特别大，客服不说那是青泥我的不知道，跟棕色一样
395,油皮亲妈不是白叫的，粉质细腻很好上妆 ，遮瑕力也很好，装感自然，配合定妆粉真的非常棒了适合学生党入手奥
396,送了四瓶小样真的大爱 用起来还不错呢 物流速度也超级快
397,很划算，希望好用
398,特别好用，使用感超级好，90g很大一只了，性价比很高，喜欢～
399,用完来评价 很好上色 也不飞粉 颜色也都超级漂亮 推荐购买
400,还好
401,宝贝收到了，物流非常快，宝贝非常喜欢
402,滋润及保湿：滋润和保湿效果不错
403,**的效果还是挺好的，再来哦
404,一如既往的好用
405,赠品很好，用了后丝润光滑
406,产品非常好，值得购买，质量过硬
407,很好用，我用的不错，大家可以购买的
408,看推荐来买的，感觉还可以。
409,送来都是断的根本没法用
410,太划算啦，对这次购物太满意了，这价钱买这个绝对值
411,活动价特别实惠！
412,宝贝收到了一大堆，满心欢喜，***大品牌支持。
413,给妈妈买的，妈妈很喜欢
414,一点不好用，刀片不快，刀架装上刀片松的不行！
415,真的非常棒，从来没想过这么好用，真的非常适合我这种混油皮，很容易吸收，不油腻，味道也很好闻，真的真的值得购买～
416,哈哈，全拿的补水面膜  都说这个补水效果不错  价格平民 夏天了  补水补起来  😄ཽ😄ཽ😄ཽ 晚上试试
417,油皮买错了，这个是干皮的有需要的妹子可以联系我，试用了一下小样还不错
418,带起来蛮舒适
419,个人情况：皮肤偏干，但是夏天用这个哑光的效果赞赞的！持妆效果很不错，是用了试用装回购的！
420,一来就是断的 懒得退货  不如火烈鸟好用
421,东西太一般了没有说的那么好并且还干，干死了。去哪里找湿润
422,非常满意。
423,不错。。。。。。
424,从去年开始用，觉得还不错，洗完滑滑的也不干
425,不错，用完感觉皮肤很滑很嫩
426,挺好用的 一个洗澡用 一个洗脸用 搓出的泡面细腻 喜欢 价格实惠
427,上午拍的下午就到了，物流没得说，用这牌子两年了，其它面膜再没用过
428,比较失望，根本不是喷雾里面是水
429,感觉还可以，就是小的没有粉扑。
430,不值这个价格！胶水味太重太重了！我洗过了再用味道还是很重，每次刷散粉的时候都超级刺鼻的 ，难受
431,就在脸上试了试，那一片就冒出几个痘痘来...浮粉而且也不闪...虽然一分价钱一分货，但是也没想到这么差...(￢_￢)
432,妆感比较厚重，上脸很舒服。
433,是正品，包装的很好，很划算，等用完了再来，很满意的一次购物
434,整体描述：包装一般，样品确实适合旅行携带，效果不大好，洗了脸有点发痒 
435,物流挺快的，用了好几天了，感觉还不错哦！
436,呗呗兔美女的东西都不错
437,用过一瓶觉得还行，皮肤状况一直很稳定，补水挺好的
438,不要买质量差死了夹了两次坏了😒😒😒😒😒
439,好评，一直用这款睫毛膏，物美价廉，下次还来
440,是正品。买几次了，非常好用。
441,这款面膜我喜欢，水份多滑溜溜的价格又合适，大爱。下次再来。
442,不锋利，虚假宣传，没用
443,东西好脏 确定能用脸上？
444,感觉不错?商家还送了2个替换芯?用过之后再来评价，
445,感觉有很奇怪的味道，亮片也不容易上，总之没有达到理想的高度。有点失望
446,不好用，卡粉
447,根本就不能控制油和汗水，容易浮粉，虽然没有过敏的现象
448,帮我小姨买的 还不错
449,很清爽，容易吸收
450,东西很齐，很不错哦，值得拥有
451,物流很快，很干爽，适合油皮
452,属于油皮肤质，脸上有点豆豆，爱美的女生真是伤不起啊，这个还蛮不错的，希望有所改善，用段时间会来追评的
453,很不错，一如既往的好
454,还保持的啊，不错(n呢
455,很好用的一款隔离，价格也不会很贵！
456,春节的时候没了，  买了一盒好贵哦。  现在有活动，赶紧买买买！！！
457,正在用，补水效果不错
458,包装仔细，发货速度很快，去角质磨砂膏用了效果非常不错👍用后皮肤光滑细腻不紧绷，其他的还没有用呢。618店铺活动很划算，呗呗兔的介绍很详细，听了她的介绍一下屯了很多，应该都不会错的，还会继续关注的！
459,包装非常仔细、严实！发货速度非常快！我要给好评&hellip
460,味道很奇怪，一股油漆味，简直辣眼睛，风刮那么大也不知道防晒效果怎么样，用着看看吧
461,美不美，自己看，反正小公主是喜欢的不得了
462,很稀饭～买了好几次啦
463,不遮瑕控油就那样不好吧
464,效果很好用了有种清爽的感觉很舒适满意。
465,现在用的所有护肤品都是****的了，超好用，年货节还送了很多小样，很划算了
466,挺好闻的，不假白亮肤滋润，第一次买到那么好的隔离霜。
467,好漂亮的镜子啊！漂亮漂亮！
468,挺不错的物美价廉，满意
469,洗的很干净。脸上滑滑的很舒服。值得购买。服务也好周到。送的礼品也很值。大赞
470,很好用，这款的气味也很好闻，每天简单涂抹一些隔离霜，气色都会好很多
471,非常满意，用一段时间再来。
472,效果几乎没有，而且收缩水几乎没用
473,还行吧 一分价钱一分货
474,****东西速度基本没的说，送人的就是表面被压扁了.....
475,挺好的哦！
476,拍下第二天就收到啦！赠品和介绍的一样！
477,用着还算可以～
478,清洁能力：一般般吧 
479,十年前用过这个品牌的隔离霜，没想到现在又用上了，效果不错
480,个人情况：25岁， 使用效果：香香的，不干 整体描述：个人觉得效果还不错
481,洗完脸还是会紧缩，正不正品不知道，反正就是渣货
482,涂开化水很清爽
483,特别好！我本人比较懒，没有坚持天天用，但是隔了一段时间再看自己，真的有变白耶！用完了会持续购买的！棒棒哒～推荐哦
484,收到喽物有所值特别的好用以后回经常来的
485,用了挺水润的，很喜欢
486,之前用过，很好，还便宜，值得购买
487,看了这包装都没心情了，不知道是不是正品
488,洗面奶用过很好，很清新，用完透凉风 推荐购买
489,好用！！！很喜欢，刚开始只是尝试下，可是很满意呀
490,不错，速度快，东西用后再说
491,超级棒的
492,618活动买的，晚上洗脸擦了些面霜，不油，吸收挺快的，价格挺划算的，赠了四个小样
493,送货速度快包装很好
494,之前买过，感觉还不错
495,应该还可以吧。
496,镜子很轻很轻.里面的镜片都不怎么牢.做工也太差了.镜子拿起来.里面就隆隆隆的响.跟要散架了一样
497,一点都不好看，包装跟不用说，丑爆了
498,抢到一个19毫升的，很划算。希望使用效果会很好。
499,太荧光了
500,说是说两支，有一支不能用。
501,第一次买这个，还送了卸妆水和面膜，蛮不错的，希望有效果，下次还会来
502,给妈妈买的，湿润，好用，妈妈很喜欢
503,跟店里买的一模一样，很喜欢，也很好用！
504,搞活动买的，还没用，希望好用。
505,种类很多，用了才用第一天，还不清楚效果怎么样，先给五星
506,宝贝很好，和卖家描述的一样，用完还会来的
